rank,wordform,count,per_million
1875,ирдыруеит,338,51.5
1876,данцоз,338,51.5
1877,ацәқәа,338,51.5
1878,рома,338,51.5
1879,шәҟәык,337,51.3
1880,арбаӷь,337,51.3
1881,џьушьҭ,337,51.3
1882,иарҳәеит,337,51.3
1883,амҩахәасҭа,337,51.3
1884,ди,337,51.3
1885,дадраа,336,51.2
1886,иаахтны,336,51.2
1887,хымш,336,51.2
1888,узы,336,51.2
1889,ажәла,336,51.2
1890,хьанҭа,336,51.2
1891,аҳа,336,51.2
1892,ршьа,335,51.0
1893,харантә,335,51.0
1894,сыхәда,335,51.0
1895,сыжәлар,335,51.0
1896,лылахь,335,51.0
1897,абааш,335,51.0
1898,уоума,334,50.9
1899,уахатәи,334,50.9
1900,аргылара,334,50.9
1901,рзын,334,50.9
1902,моу,334,50.9
1903,ацәашьы,333,50.7
1904,басиаҭ,333,50.7
1905,рымаӡам,333,50.7
1906,убоит,332,50.6
1907,еиӷьын,332,50.6
1908,рыцҳарас,332,50.6
1909,сцон,332,50.6
1910,аҵеи,332,50.6
1911,ииҭеит,332,50.6
1912,сцап,332,50.6
1913,рҩыџьегь,332,50.6
1914,иахьарнахыс,331,50.4
1915,уажәыгьы,331,50.4
1916,дышиашаз,331,50.4
1917,еицны,331,50.4
1918,зымчу,331,50.4
1919,аԥс,331,50.4
1920,иҟалеи,330,50.2
1921,дыԥшын,330,50.2
1922,лҩызцәа,330,50.2
1923,маҭәа,330,50.2
1924,убысҟан,330,50.2
1925,ибаны,329,50.1
1926,иауам,329,50.1
1927,убасгьы,329,50.1
1928,ахәыцрақәа,329,50.1
1929,ҩнык,329,50.1
1930,аҳәынҵәа,329,50.1
1931,аԥшалас,329,50.1
1932,ашәыр,329,50.1
1933,шакәыз,328,49.9
1934,ианнеи,328,49.9
1935,шара,328,49.9
1936,снапқәа,327,49.8
1937,шьыри,327,49.8
1938,аабап,327,49.8
1939,шҭоу,327,49.8
1940,сбыҳәоит,327,49.8
1941,ишырҳәо,327,49.8
1942,ҳәынҭқарра,327,49.8
1943,здыруадаз,327,49.8
1944,итәоуп,326,49.6
1945,дыҟоума,326,49.6
1946,инхоит,326,49.6
1947,уажәа,326,49.6
1948,дрыман,326,49.6
1949,ианааи,326,49.6
1950,ссирк,325,49.5
1951,кьаҿ,325,49.5
1952,ражәа,325,49.5
1953,гәышьа,325,49.5
1954,аҭакс,325,49.5
1955,ҳҩызцәа,325,49.5
1956,џьысшьон,325,49.5
1957,стәоуп,324,49.3
1958,хабыгә,324,49.3
1959,реицәажәара,324,49.3
1960,рыҟны,324,49.3
1961,мадлеи,324,49.3
1962,иџьашьаны,323,49.2
1963,ашьҭахьгьы,323,49.2
1964,ҟазшьа,323,49.2
1965,аҭырқәа,323,49.2
1966,ԥҳәызба,323,49.2
1967,аԥхара,323,49.2
1968,сшәыҳәоит,323,49.2
1969,иреиӷьыз,322,49.0
1970,ҳцеит,322,49.0
1971,имаӡам,322,49.0
1972,ныҟаиҵеит,322,49.0
1973,акәымзи,322,49.0
1974,изакәытә,322,49.0
1975,ԥсшьара,322,49.0
1976,шәца,322,49.0
1977,ашьҭа,321,48.9
1978,ижәҩахыр,321,48.9
1979,ԥхьа,321,48.9
1980,дынҭалеит,321,48.9
1981,иҟарҵаз,321,48.9
1982,дтәаны,321,48.9
1983,ауахәама,320,48.7
1984,аҳәоу,320,48.7
1985,ҵыԥх,320,48.7
1986,агха,320,48.7
1987,ачҳара,320,48.7
1988,саҿын,320,48.7
1989,сыхьӡ,320,48.7
1990,ҩымш,320,48.7
1991,рнапаҿы,320,48.7
1992,мамсыр,320,48.7
1993,зҭаху,319,48.6
1994,лаврент,319,48.6
1995,рҭак,319,48.6
1996,алахьынҵа,319,48.6
1997,рхатәы,319,48.6
1998,даақәыԥсычҳаит,318,48.4
1999,аҳаҳаи,318,48.4
2000,дуӡӡак,318,48.4
2001,руакы,318,48.4
2002,аԥсни,318,48.4
2003,цәгьарак,317,48.3
2004,акака,317,48.3
2005,иҳамоуп,317,48.3
2006,имуит,317,48.3
2007,таиф,317,48.3
2008,шәышықәса,317,48.3
2009,ҳаман,317,48.3
2010,гәымсҭа,317,48.3
2011,блала,317,48.3
2012,шәкы,317,48.3
2013,амахәқәа,316,48.1
2014,ихьыз,316,48.1
2015,иусқәа,316,48.1
2016,иҟоума,316,48.1
2017,абӷьыц,316,48.1
2018,рҟынтәи,316,48.1
2019,владимир,316,48.1
2020,умҳәозар,315,48.0
2021,аҭыԥҳацәа,315,48.0
2022,аригьы,315,48.0
2023,инеиуа,315,48.0
2024,уажәыгь,315,48.0
2025,леуарсан,315,48.0
2026,назыр,315,48.0
2027,ишәаны,314,47.8
2028,џьаҳаным,314,47.8
2029,каххаа,314,47.8
2030,еизеит,314,47.8
2031,анаҟә,313,47.7
2032,иазку,313,47.7
2033,шаҟаҩ,313,47.7
2034,уаҩуп,313,47.7
2035,апоезиа,313,47.7
2036,аҿынанахеит,313,47.7
2037,иргыланы,313,47.7
2038,иудыруаз,313,47.7
2039,алаӷырӡ,312,47.5
2040,ажәытәан,312,47.5
2041,сшьапқәа,312,47.5
2042,ҳус,312,47.5
2043,аиҳабацәа,312,47.5
2044,иҳәар,312,47.5
2045,итапанча,312,47.5
2046,иԥацәа,312,47.5
2047,назира,312,47.5
2048,снеит,311,47.4
2049,дааԥышәырччеит,311,47.4
2050,удыруоу,311,47.4
2051,аҟазшьа,311,47.4
2052,уаабеит,311,47.4
2053,уҩны,311,47.4
2054,анемец,311,47.4
2055,дааҩналеит,311,47.4
2056,аҵан,311,47.4
2057,ашьапқәа,311,47.4
2058,хааӡа,311,47.4
2059,иалҳәеит,311,47.4
2060,иуҳәозар,310,47.2
2061,амаҵ,310,47.2
2062,умҩа,310,47.2
2063,аҿиара,310,47.2
2064,хәба,310,47.2
2065,иԥҳәыси,310,47.2
2066,дыгә,310,47.2
2067,рыҷкәынцәа,310,47.2
2068,аеҵә,310,47.2
2069,ҟалашьа,309,47.1
2070,лабҿаба,309,47.1
2071,мышқәак,309,47.1
2072,ҭаха,309,47.1
2073,амаҵура,309,47.1
2074,ԥҳәызбак,309,47.1
2075,абасоуп,308,46.9
2076,изышьҭаз,308,46.9
2077,сыхаара,308,46.9
2078,аԥш,308,46.9
2079,харак,308,46.9
2080,какан,308,46.9
2081,ааганы,307,46.7
2082,иԥшьоу,307,46.7
2083,удыруама,307,46.7
2084,еицәоу,307,46.7
2085,мҩакы,307,46.7
2086,аҳҭынра,307,46.7
2087,иҿыцу,307,46.7
2088,еиԥшымкәа,307,46.7
2089,иааг,307,46.7
2090,ныжьны,307,46.7
2091,даахьаҳәын,307,46.7
2092,аҳақьымцәа,307,46.7
2093,дрылан,306,46.6
2094,ажәакгьы,306,46.6
2095,амамкәа,306,46.6
2096,илеиуан,306,46.6
2097,рымацара,306,46.6
2098,сықәуп,306,46.6
2099,аара,306,46.6
2100,лҭахын,306,46.6
2101,дхынҳәны,306,46.6
2102,зеиԥшраз,306,46.6
2103,ҳцап,306,46.6
2104,хазына,306,46.6
2105,афырхацәа,306,46.6
2106,мҳәакәа,305,46.4
2107,иархәаны,305,46.4
2108,сыҟаӡам,305,46.4
2109,имгакәа,305,46.4
2110,арха,305,46.4
2111,гәыла,305,46.4
2112,ацаҟьа,305,46.4
2113,ашәак,304,46.3
2114,аҿыц,304,46.3
2115,сусқәа,304,46.3
2116,агәыла,304,46.3
2117,ахатәы,304,46.3
2118,ҽаӡәы,304,46.3
2119,саҭбеи,304,46.3
2120,иалагӡаны,304,46.3
2121,хьӡы,304,46.3
2122,иқәгылан,304,46.3
2123,ишахәҭоу,304,46.3
2124,лани,304,46.3
2125,саҭоумҵан,304,46.3
2126,ҭина,304,46.3
2127,иҟазаргьы,303,46.1
2128,ҩбаҟа,303,46.1
2129,дшәон,303,46.1
2130,сырма,303,46.1
2131,иацтәи,303,46.1
2132,аԥышәа,303,46.1
2133,света,303,46.1
2134,акьыԥхь,302,46.0
2135,аханы,302,46.0
2136,иаанхоит,302,46.0
2137,хьыма,302,46.0
2138,боуп,301,45.8
2139,иибоз,301,45.8
2140,иаалырҟьан,301,45.8
2141,ӡаны,301,45.8
2142,аҳаскьын,301,45.8
2143,ишәҟәы,301,45.8
2144,иҳамаз,301,45.8
2145,амцхә,301,45.8
2146,ыҟазар,301,45.8
2147,шаҟаҩы,301,45.8
2148,ҩышьҭыхны,301,45.8
2149,издыруам,300,45.7
2150,ашәара,300,45.7
2151,лыҩны,300,45.7
2152,сымшқәа,300,45.7
2153,анааи,300,45.7
2154,махьал,300,45.7
2155,ирҳәаз,299,45.5
2156,иажәеинраалақәа,299,45.5
2157,аӡлагара,299,45.5
2158,аҳәоит,299,45.5
2159,идырит,299,45.5
2160,рҟынтә,299,45.5
2161,аԥацәа,299,45.5
2162,қарҭ,299,45.5
2163,михаил,299,45.5
2164,нарҭ,299,45.5
2165,ирдыруан,298,45.4
2166,ԥшак,298,45.4
2167,ҳагәқәа,298,45.4
2168,аџьма,298,45.4
2169,руслан,298,45.4
2170,ихылԥа,297,45.2
2171,гәарҭак,297,45.2
2172,арахьгьы,297,45.2
2173,дыҳәҳәеит,297,45.2
2174,иԥаҵа,297,45.2
2175,иасҳәеит,296,45.1
2176,ҳтәыла,296,45.1
2177,лашара,296,45.1
2178,ажра,296,45.1
2179,дааҟалеит,296,45.1
2180,агәыр,296,45.1
2181,ижәҩа,296,45.1
2182,дима,296,45.1
2183,нина,296,45.1
2184,ҭырбеи,296,45.1
2185,ацаԥха,295,44.9
2186,илабашьа,295,44.9
2187,исҭахыз,295,44.9
2188,ҳан,295,44.9
2189,аниаҳа,295,44.9
2190,ҭраа,295,44.9
2191,ҵабыргны,294,44.8
2192,еизганы,294,44.8
2193,сҽы,294,44.8
2194,уашьҭан,294,44.8
2195,зныкгьы,294,44.8
2196,ее,294,44.8
2197,сус,294,44.8
2198,ԥшьҩык,294,44.8
2199,асахьақәа,294,44.8
2200,уахьгьы,293,44.6
2201,иаҳәа,293,44.6
2202,иаҵанакуа,293,44.6
2203,акәӡами,293,44.6
2204,рҭоурых,293,44.6
2205,акаамеҭ,293,44.6
2206,акультура,293,44.6
2207,ҳаибашьцәа,293,44.6
2208,очамчыра,293,44.6
2209,цәгьара,292,44.5
2210,алмас,292,44.5
2211,дықәлеит,292,44.5
2212,уҩызцәа,292,44.5
2213,сҿаԥхьа,292,44.5
2214,иашьҭан,292,44.5
2215,гьыргәал,292,44.5
2216,анапы,291,44.3
2217,илеиуеит,291,44.3
2218,акәашара,291,44.3
2219,сашҭа,291,44.3
2220,иџьоушьаша,291,44.3
2221,идыр,291,44.3
2222,мааҭ,291,44.3
2223,лыманы,291,44.3
2224,арашь,291,44.3
2225,ҿыцк,291,44.3
2226,арсана,291,44.3
2227,дахьышьҭаз,290,44.2
2228,агәнаҳа,290,44.2
2229,здыруан,290,44.2
2230,сзымдыруа,290,44.2
2231,акалашәа,290,44.2
2232,сыманы,290,44.2
2233,хы,290,44.2
2234,еиԥшуп,290,44.2
2235,ишиҳәаз,290,44.2
2236,аиҳа,290,44.2
2237,аура,289,44.0
2238,еиԥшым,289,44.0
2239,сыда,289,44.0
2240,ҟазҵо,289,44.0
2241,раахыс,289,44.0
2242,бзыԥ,289,44.0
2243,зыхҟьаз,289,44.0
2244,аҵаҩцәа,289,44.0
2245,мыса,289,44.0
2246,алитература,288,43.9
2247,қәыԥш,288,43.9
2248,зыхәба,288,43.9
2249,ашәшьыра,288,43.9
2250,ҟадыџь,288,43.9
2251,иаҳауан,288,43.9
2252,бџьарла,288,43.9
2253,оумашәа,288,43.9
2254,ибзиаӡаны,288,43.9
2255,абаҟа,288,43.9
2256,хьаак,288,43.9
2257,гәдиса,288,43.9
2258,иоума,287,43.7
2259,зда,287,43.7
2260,усеиԥш,287,43.7
2261,стәала,287,43.7
2262,инагӡаны,287,43.7
2263,даман,287,43.7
2264,жәаба,287,43.7
2265,шиакәыз,287,43.7
2266,ԥшӡала,287,43.7
2267,дугьы,286,43.5
2268,агаӡа,286,43.5
2269,аҩнаҭа,286,43.5
2270,сыҭ,286,43.5
2271,рцәа,286,43.5
2272,зхоу,286,43.5
2273,аурысқәа,286,43.5
2274,рышьҭахьҟа,286,43.5
2275,сеидроу,286,43.5
2276,днаԥшит,286,43.5
2277,иҟаиҵеит,286,43.5
2278,иҟалаша,286,43.5
2279,акәты,286,43.5
2280,аԥсшьара,286,43.5
2281,ешыра,286,43.5
2282,џьансыхә,286,43.5
2283,аҵарақәа,285,43.4
2284,царҭа,285,43.4
2285,излазбо,285,43.4
2286,аруаа,285,43.4
2287,амузыка,285,43.4
2288,амҩахь,285,43.4
2289,дааҟәымҵӡакәа,285,43.4
2290,дыштәаз,285,43.4
2291,усқәа,285,43.4
2292,ашҭаҿы,284,43.2
2293,аԥсҭазара,284,43.2
2294,мариа,284,43.2
2295,ԥҳәыси,284,43.2
2296,аԥхьаҟа,284,43.2
2297,лыхьӡ,284,43.2
2298,лыман,284,43.2
2299,издырӡом,284,43.2
2300,аӡыжь,284,43.2
2301,исзеилкаауам,284,43.2
2302,уантәи,283,43.1
2303,исҳәарц,283,43.1
2304,ибз,283,43.1
2305,убриоуп,283,43.1
2306,ацәгьеи,283,43.1
2307,афицар,283,43.1
2308,днаганы,283,43.1
2309,ҟамҵакәа,283,43.1
2310,здыруаз,283,43.1
2311,агәара,283,43.1
2312,маниа,283,43.1
2313,дышьҭан,282,42.9
2314,аҟәҟәаҳәа,282,42.9
2315,ианакәызаалак,282,42.9
2316,ииҭаху,282,42.9
2317,ҳәара,282,42.9
2318,уҟаз,282,42.9
2319,схәыцра,282,42.9
2320,сҳәоит,282,42.9
2321,арушьан,282,42.9
2322,акәтаӷь,282,42.9
2323,аламала,282,42.9
2324,маџь,282,42.9
2325,пиноккио,282,42.9
2326,ԥсра,281,42.8
2327,бымшәан,281,42.8
2328,ажь,281,42.8
2329,сеиҳәеит,281,42.8
2330,аԥсынтәыла,281,42.8
2331,ахқәа,281,42.8
2332,омар,281,42.8
2333,дыччо,280,42.6
2334,дунеик,280,42.6
2335,иааҟәымҵӡакәа,280,42.6
2336,заҟаҩы,280,42.6
2337,аԥсҭҳәа,280,42.6
2338,гәырҩа,280,42.6
2339,дцо,280,42.6
2340,иҳәа,279,42.5
2341,ахархәара,279,42.5
2342,изхара,279,42.5
2343,ихабар,279,42.5
2344,ирбеит,279,42.5
2345,данца,279,42.5
2346,шьардын,279,42.5
2347,иасон,279,42.5
2348,дахәаԥшуан,278,42.3
2349,уда,278,42.3
2350,зехьынџьара,278,42.3
2351,ахшыҩҵак,278,42.3
2352,ҵлак,278,42.3
2353,мчра,278,42.3
2354,иац,278,42.3
2355,аџыр,277,42.2
2356,дигәа,277,42.2
2357,аусҳәарҭа,277,42.2
2358,абз,277,42.2
2359,ҟамлеит,277,42.2
2360,ахәмарра,277,42.2
2361,аашьҭихын,277,42.2
2362,зынӡаскгьы,277,42.2
2363,даахьаҳәит,277,42.2
2364,зҵаара,277,42.2
2365,аминаҭ,276,42.0
2366,ҟасҵеит,276,42.0
2367,аӡәи-аӡәи,276,42.0
2368,арҭқәа,276,42.0
2369,мураҭ,276,42.0
2370,снеиуан,276,42.0
2371,адәқьан,276,42.0
2372,бла,276,42.0
2373,исҳәоит,276,42.0
2374,иидыруаз,276,42.0
2375,схаҭагьы,276,42.0
2376,зҳәоз,276,42.0
2377,ишьҭоу,276,42.0
2378,араԥ,276,42.0
2379,аԥсынра,276,42.0
2380,ҵҩа,275,41.9
2381,цәгьан,275,41.9
2382,иааџьеишьеит,275,41.9
2383,ҵабыргуп,275,41.9
2384,ихахәы,275,41.9
2385,иҟынтә,275,41.9
2386,дгьыли-жәҩани,274,41.7
2387,атема,274,41.7
2388,иажәеинраала,274,41.7
2389,ианаамҭаз,274,41.7
2390,ҭоу,274,41.7
2391,кама,274,41.7
2392,лхаҿы,274,41.7
2393,абзиеи,274,41.7
2394,иахәеит,274,41.7
2395,арҩашқәа,274,41.7
2396,сабгьы,274,41.7
2397,иналагеит,273,41.6
2398,бымбои,273,41.6
2399,дҩаҵҟьеит,273,41.6
2400,сгәыӷра,273,41.6
2401,дахьцаз,273,41.6
2402,итәоу,273,41.6
2403,уҳәарауазеи,273,41.6
2404,аразҟы,273,41.6
2405,андреи,273,41.6
2406,рауль,273,41.6
2407,маша,273,41.6
2408,ачеиџьыка,272,41.4
2409,згаз,272,41.4
2410,ижәны,272,41.4
2411,рҭахуп,272,41.4
2412,ҽыла,272,41.4
2413,асеиԥш,272,41.4
2414,дҩагыланы,272,41.4
2415,аҩыџьа,272,41.4
2416,анаҩсан,272,41.4
2417,даҭа,271,41.3
2418,рҭынчны,271,41.3
2419,исыхьыз,271,41.3
2420,ҳхала,271,41.3
2421,ублақәа,271,41.3
2422,анырҳәа,271,41.3
2423,аахысгьы,271,41.3
2424,рлахьынҵа,271,41.3
2425,русқәа,271,41.3
2426,инацәа,271,41.3
2427,акрааҵуеит,271,41.3
2428,шәҩык,271,41.3
2429,лымкаала,271,41.3
2430,иаҳәо,271,41.3
2431,изхысҳәаауа,271,41.3
2432,утәа,271,41.3
2433,иажәабжь,270,41.1
2434,араҟагьы,270,41.1
2435,агәаӷ,270,41.1
2436,аца,270,41.1
2437,мза,270,41.1
2438,иуаажәлар,270,41.1
2439,атыша,270,41.1
2440,даҽаӡәгьы,269,41.0
2441,афы,269,41.0
2442,дашьҭан,269,41.0
2443,ашҳам,269,41.0
2444,дцар,269,41.0
2445,абасҟак,269,41.0
2446,агылара,269,41.0
2447,ажәеиԥшьаа,269,41.0
2448,ақыҭахь,269,41.0
2449,ишубо,269,41.0
2450,даналга,269,41.0
2451,абзиараз,269,41.0
2452,алшара,269,41.0
2453,машьынала,268,40.8
2454,хаҵеи,268,40.8
2455,даҽакуп,268,40.8
2456,иҳәарц,268,40.8
2457,ҽаӡә,268,40.8
2458,аибашьҩы,268,40.8
2459,ҟаиҵон,268,40.8
2460,зҭаз,268,40.8
2461,усҟатәи,268,40.8
2462,игыланы,267,40.7
2463,досу,267,40.7
2464,сышнеиуаз,267,40.7
2465,аныҟала,267,40.7
2466,амрагьы,267,40.7
2467,аҭуан,267,40.7
2468,уцаны,267,40.7
2469,аиашаҵәҟьа,266,40.5
2470,иԥшын,266,40.5
2471,даҽазныкгьы,266,40.5
2472,ииз,266,40.5
2473,аҟармаҵыс,266,40.5
2474,умбо,266,40.5
2475,иқәлеит,265,40.4
2476,ацынхәрас,265,40.4
2477,издыруаз,265,40.4
2478,дшаҿыз,265,40.4
2479,ҳнапы,265,40.4
2480,сима,265,40.4
2481,иагеит,265,40.4
2482,дынхоит,265,40.4
2483,уаҵәгьы,265,40.4
2484,ҩныҵҟала,265,40.4
2485,дыччон,264,40.2
2486,маҷ,264,40.2
2487,ашәхымс,264,40.2
2488,зназы,264,40.2
2489,лашьцәа,264,40.2
2490,адгьылаҿ,264,40.2
2491,исахьа,264,40.2
2492,акәзаап,263,40.0
2493,слахьынҵа,263,40.0
2494,иԥсыз,263,40.0
2495,руан,263,40.0
2496,хадара,263,40.0
2497,хаха,263,40.0
2498,исаҳаит,263,40.0
2499,уаҩын,263,40.0
2500,кажьны,263,40.0
2501,аҳамҭа,263,40.0
2502,еиқәышьшьы,262,39.9
2503,аранӡа,262,39.9
2504,ирҳәон,262,39.9
2505,дақәшаҳаҭхеит,262,39.9
2506,ҷкәына,262,39.9
2507,схаҿы,262,39.9
2508,лҳәон,262,39.9
2509,инхон,262,39.9
2510,ыҟаӡамызт,262,39.9
2511,жәаҩа,262,39.9
2512,аԥсуааи,262,39.9
2513,жәа,262,39.9
2514,азхәыцра,261,39.7
2515,ахьаца,261,39.7
2516,аԥҳа,261,39.7
2517,иҵәахны,261,39.7
2518,далгеит,261,39.7
2519,абнахь,261,39.7
2520,дҩаҵҟьан,261,39.7
2521,џьысшьоит,261,39.7
2522,ӡӷаб,261,39.7
2523,ачымазара,261,39.7
2524,аԥарақәа,261,39.7
2525,зегьы-зегь,261,39.7
2526,ҳбызшәа,261,39.7
2527,аду,261,39.7
2528,валери,261,39.7
2529,акәакь,261,39.7
2530,дадрыҟәа,261,39.7
2531,дыршьит,260,39.6
2532,аауеит,260,39.6
2533,аԥшәмаԥҳәыс,260,39.6
2534,ахысбыжьқәа,260,39.6
2535,амҵәыжәҩа,260,39.6
2536,ашамҭаз,260,39.6
2537,гана,260,39.6
2538,сышьҭа,259,39.4
2539,шәҟәқәа,259,39.4
2540,ашьыбжьышьҭахь,259,39.4
2541,абаҩхатәра,259,39.4
2542,ница,259,39.4
2543,светлана,259,39.4
2544,арбану,258,39.3
2545,иаҳәоит,258,39.3
2546,ҳашьцәа,258,39.3
2547,сызхара,258,39.3
2548,ажәра,258,39.3
2549,апоема,258,39.3
2550,сылахь,257,39.1
2551,ихьӡын,257,39.1
2552,аҭахӡам,257,39.1
2553,башаӡа,257,39.1
2554,далан,257,39.1
2555,зныкыр,257,39.1
2556,илакҭа,257,39.1
2557,еиӷьны,257,39.1
2558,арантә,257,39.1
2559,иааигәара,257,39.1
2560,аныха,257,39.1
2561,ҳәо,257,39.1
2562,рыхьӡ,257,39.1
2563,ҟьаҟьаӡа,257,39.1
2564,ҵла,257,39.1
2565,сымш,257,39.1
2566,ихатәы,256,39.0
2567,лаби,256,39.0
2568,алоуп,256,39.0
2569,акәадыр,256,39.0
2570,иԥынҵа,256,39.0
2571,акомандир,256,39.0
2572,еиҳаракгьы,256,39.0
2573,ариабжьарак,256,39.0
2574,дзышьҭаз,256,39.0
2575,акамбашь,256,39.0
2576,акәасқьа,256,39.0
2577,ааира,256,39.0
2578,залшом,256,39.0
2579,ҽеила,256,39.0
2580,ирацәан,255,38.8
2581,аԥынҵа,255,38.8
2582,жәохә,255,38.8
2583,дышьны,255,38.8
2584,дааигеит,255,38.8
2585,иабоит,255,38.8
2586,сҭаацәа,255,38.8
2587,сцаны,255,38.8
2588,нуца,255,38.8
2589,цәгьарас,254,38.7
2590,ԥшьшьала,254,38.7
2591,зхароу,254,38.7
2592,ҳауаажәлар,254,38.7
2593,ацха,254,38.7
2594,маӡак,254,38.7
2595,тҟәарчал,254,38.7
2596,махаз,254,38.7
2597,аҩбагьы,253,38.5
2598,дықәын,253,38.5
2599,сашьҭоуп,253,38.5
2600,рзымдыруа,253,38.5
2601,иараби,253,38.5
2602,зыхьӡ,253,38.5
2603,иадамхаргьы,253,38.5
2604,уабаҟаз,253,38.5
2605,наҩеи,253,38.5
2606,шьаҳан,253,38.5
2607,збап,252,38.4
2608,адауцәа,252,38.4
2609,еиҳабыс,252,38.4
2610,гәашьа,252,38.4
2611,ирҭеит,252,38.4
2612,наташа,252,38.4
2613,хаз-хазы,252,38.4
2614,кадыр,252,38.4
2615,ҟаҵа,252,38.4
2616,умоуп,251,38.2
2617,асаба,251,38.2
2618,ауатка,251,38.2
2619,аӡәык-ҩыџьак,251,38.2
2620,лаҳәшьа,251,38.2
2621,ухьӡ,251,38.2
2622,хьӡыс,251,38.2
2623,аамҭагьы,251,38.2
2624,алшон,251,38.2
2625,унеины,250,38.1
2626,зыԥсадгьыл,250,38.1
2627,уԥҳәыс,250,38.1
2628,анышәынҭра,250,38.1
2629,ақәра,250,38.1
2630,рбеит,250,38.1
2631,саша,250,38.1
2632,лыӡбахә,250,38.1
2633,иреиҳау,250,38.1
2634,мазлоу,250,38.1
2635,игәалаҟара,250,38.1
2636,али,250,38.1
2637,амшала,250,38.1
2638,сшыҟоу,249,37.9
2639,ахьхьаҳәа,249,37.9
2640,аҭоурыхтә,249,37.9
2641,аҟазара,249,37.9
2642,изқәа,249,37.9
2643,шәанаџьалбеит,249,37.9
2644,ҭан,249,37.9
2645,уаҟәыҵ,249,37.9
2646,ишызбоз,249,37.9
2647,заанаҵ,249,37.9
2648,зауз,249,37.9
2649,атекст,248,37.8
2650,алма,248,37.8
2651,аԥшаара,248,37.8
2652,аҳаҭыр,248,37.8
2653,мра,248,37.8
2654,ажәжәаҳәа,248,37.8
2655,зҿы,248,37.8
2656,аԥсреи,248,37.8
2657,ахьчара,248,37.8
2658,изын,248,37.8
2659,имаҭәақәа,248,37.8
2660,хәыцрак,247,37.6
2661,азнык,247,37.6
2662,лашарак,247,37.6
2663,дгьыли,247,37.6
2664,бааи,247,37.6
2665,итәаны,247,37.6
2666,зылшо,247,37.6
2667,итәала,247,37.6
2668,дырҩегь,247,37.6
2669,иаҳасабала,247,37.6
2670,ефе,247,37.6
2671,ҟалҵеит,246,37.5
2672,закәыз,246,37.5
2673,ыҟамкәа,246,37.5
2674,сзын,246,37.5
2675,алаԥш,246,37.5
2676,ауаџьаҟ,246,37.5
2677,ирахә,246,37.5
2678,амаа,246,37.5
2679,мца,246,37.5
2680,иаагап,246,37.5
2681,ссирқәа,246,37.5
2682,абаталион,246,37.5
2683,убарҭқәа,245,37.3
2684,дыцәан,245,37.3
2685,аицәажәара,245,37.3
2686,роума,245,37.3
2687,абӷьы,245,37.3
2688,акакәын,245,37.3
2689,уҟоума,245,37.3
2690,рҭахын,245,37.3
2691,аҵабырг,245,37.3
2692,шьрыф,245,37.3
2693,кьасоу,245,37.3
2694,анысҳәа,244,37.2
2695,ерцахә,244,37.2
2696,ҽакала,244,37.2
2697,даахан,244,37.2
2698,иарбанзаалак,244,37.2
2699,иԥсра,244,37.2
2700,ԥша,244,37.2
2701,маҷуп,244,37.2
2702,аҵыхәан,244,37.2
2703,сымацара,244,37.2
2704,шабаҭ,244,37.2
2705,аҭӡамцқәа,244,37.2
2706,сангьы,244,37.2
2707,гәнаҳа,244,37.2
2708,аԥарда,243,37.0
2709,ианакәзаалакгьы,243,37.0
2710,бан,243,37.0
2711,хәыҷгьы,243,37.0
2712,аброуп,243,37.0
2713,даныҟаз,243,37.0
2714,ламыс,243,37.0
2715,жәлары,243,37.0
2716,жәытәнатә,243,37.0
2717,иаҿу,243,37.0
2718,хан,243,37.0
2719,џьаракыр,243,37.0
2720,ихадоу,243,37.0
2721,иааркьаҿны,243,37.0
2722,ҭанаҵы,243,37.0
2723,аԥсар,243,37.0
2724,хышықәса,242,36.8
2725,иқәҵаны,242,36.8
2726,аԥшқа,242,36.8
2727,еицыз,242,36.8
2728,измоу,242,36.8
2729,мушьни,242,36.8
2730,иван-иԥа,242,36.8
2731,уаҵә,241,36.7
2732,иаабоит,241,36.7
2733,аӡәк,241,36.7
2734,шьазина,241,36.7
2735,ҳаамҭа,241,36.7
2736,дышгылаз,241,36.7
2737,ушьапы,241,36.7
2738,аҵеицәа,241,36.7
2739,даҽаӡә,241,36.7
2740,аимпериа,241,36.7
2741,митәык,241,36.7
2742,гыџь,241,36.7
2743,ицаны,240,36.5
2744,рымамкәа,240,36.5
2745,дигеит,240,36.5
2746,лыда,240,36.5
2747,ҭбаа,240,36.5
2748,иааигаз,240,36.5
2749,избом,240,36.5
2750,абжьаратә,240,36.5
2751,дааны,240,36.5
2752,ихьаа,239,36.4
2753,иаҩызан,239,36.4
2754,иауазеи,239,36.4
2755,аԥшьбатәи,239,36.4
2756,аҿаанахеит,239,36.4
2757,абригьы,239,36.4
2758,ҟалар,239,36.4
2759,стәан,239,36.4
2760,иаҭахуп,239,36.4
2761,ҳаҿуп,239,36.4
2762,ҳазҿу,239,36.4
2763,ҳгәыла,239,36.4
2764,ԥшӡақәа,239,36.4
2765,ӷәӷәак,239,36.4
2766,аԥхьарца,239,36.4
2767,ҳаԥсуа,239,36.4
2768,ганкахьала,239,36.4
2769,иалҵыз,239,36.4
2770,арҵәаа,239,36.4
2771,хланҵы,239,36.4
2772,ирлас,239,36.4
2773,ӡӷабк,239,36.4
2774,схәыҷқәа,238,36.2
2775,дызҿу,238,36.2
2776,зҵаарак,238,36.2
